Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-2076.694	-2227.423	150.7293	0.371283	0.0090104	0.050182	0.0618728	0.0743651	0.0899764	0.0704931	0.00135154	0.00418358	0.0568989	0.0372707	0.08439	0.0143305	0.0670241	0.0631449	0.0700428	0.101119	0.0112988	0.000236381	0.0536428	0.203142	0.0559576	7.98933e-05	0.0210197	0.00846038	0.00803758	0.000311075	0.00640522	0.00376388	0.00100018	0.00103665	0.00353608	0.00332572	0.043595	0.0159808	0.0181204	0.0127742	0.0128979	0.00270697	0.0164875	0.0237958	0.00512315	0.0108482	0.0207428	0.0350647	0.0232653	0.199964	0.108711	0.00683007	0.0057883	0.000924576	0.0369218	0.00375686	0.00320915	0.00398357	0.0162124	0.00681216	0.00693557	0.0502444	0.0623707	0.0505048	0.00205656	0.0643877	0.00349421	0.00403953	0.00832777	0.116939	0.0326291	0.00305221	0.00436831	0.0109859	0.0125434	0.082785	0.0367508	0.0317154	0.0163656	0.0519413	0.00286742	0.105845	0.0254519	0.0394939	0.130143	0.0519364	0.0367695	0.00216945	0.0475369	0.0508967	0.00626322	0.0930538	0.0019259	0.00323141	0.478691	1.2988	0.3761391	1.623861	0.119491	0.354826	0.723791	1.38162	2.81829	8.3688	1.536167	4.317182	0.2112502	0.106302	0.00257976	0.0143675	0.0177147	0.0212914	0.025761	0.0201828	0.000386957	0.0011978	0.0162907	0.0106709	0.0241616	0.00410295	0.0191896	0.018079	0.0200539	0.0289513	0.00323495	6.76779e-05	0.0153584	0.0581613	0.0160212	2.28742e-05	0.00601814	0.00242228	0.00230123	8.90635e-05	0.00183387	0.00107763	0.000286361	0.000296802	0.00101241	0.000952182	0.0124816	0.00457546	0.00518804	0.00365736	0.00369277	0.000775031	0.0047205	0.00681294	0.0014668	0.00310595	0.00593886	0.0100393	0.00666107	0.0572516	0.0311248	0.00195551	0.00165724	0.000264714	0.010571	0.00107562	0.000918808	0.00114053	0.00464177	0.00195038	0.00198571	0.0143854	0.0178573	0.01446	0.000588813	0.0184348	0.00100042	0.00115655	0.00238431	0.0334808	0.00934199	0.000873874	0.00125069	0.00314536	0.0035913	0.0237021	0.0105221	0.00908041	0.00468562	0.0148713	0.000820967	0.0303043	0.0072871	0.0113074	0.0372612	0.0148699	0.0105274	0.000621134	0.0136102	0.0145722	0.00179322	0.0266421	0.000551401	0.000925181	0.81193	0.18807	3.492731
36	-2100.305	-2251.8	151.4952	0.241906	0.0101112	0.0172668	0.042636	0.0700205	0.10972	0.047489	0.00578381	0.00329504	0.0463469	0.0345533	0.058282	0.00496424	0.022563	0.0366999	0.0520165	0.0952116	0.0148796	0.0101205	0.0422435	0.164324	0.0186405	7.83581e-06	0.00279772	0.00715553	0.000966123	0.000725482	0.00278353	0.00118019	0.00301583	0.00172717	0.00783616	0.00347581	0.0190636	0.00924922	0.00617543	0.00674986	0.00304767	0.00631046	0.0175582	0.0309581	0.00320025	0.00486575	0.0227727	0.0345134	0.0219061	0.0856309	0.0905902	0.0102	0.00579615	0.00279266	0.0269199	0.00533172	0.0010699	0.00327538	0.0152137	0.00792078	0.0106043	0.0596517	0.124611	0.0739488	0.00249377	0.0690802	0.00904923	0.00740548	0.00489146	0.0488706	0.0228712	0.0036136	0.00697573	0.0182302	0.0156674	0.0136276	0.0337892	0.0189426	0.0238159	0.0222922	0.00182206	0.0652911	0.0687151	0.0203996	0.0766834	0.0619559	0.0192282	0.00521576	0.0190647	0.0205827	0.00550417	0.0156183	0.00301341	0.000445137	0.999927	1.00004	0.3743992	1.625601	0.121366	0.35753	0.725507	1.37835	2.79697	8.23951	1.524909	4.341892	0.5731047	0.0931903	0.00389517	0.00665176	0.0164248	0.0269742	0.0422679	0.0182943	0.00222812	0.00126936	0.0178544	0.0133111	0.0224522	0.00191239	0.008692	0.014138	0.0200385	0.0366787	0.00573211	0.00389876	0.0162736	0.063303	0.00718095	3.01861e-06	0.00107778	0.00275655	0.000372183	0.00027948	0.00107231	0.000454647	0.0011618	0.000665362	0.00301875	0.001339	0.00734392	0.00356311	0.00237898	0.00260027	0.00117407	0.002431	0.00676399	0.0119261	0.00123284	0.00187445	0.00877278	0.0132957	0.00843896	0.0329879	0.0348984	0.00392937	0.00223287	0.00107583	0.0103704	0.00205396	0.000412162	0.00126179	0.00586084	0.00305135	0.00408514	0.0229798	0.0480044	0.0284875	0.000960683	0.026612	0.00348606	0.00285284	0.00188435	0.0188266	0.00881076	0.00139208	0.00268728	0.00702287	0.00603561	0.00524982	0.0130167	0.00729733	0.00917469	0.0085877	0.000701918	0.0251523	0.0264713	0.00785862	0.029541	0.0238675	0.00740734	0.00200929	0.00734436	0.00792916	0.00212039	0.0060167	0.00116087	0.000171482	0.8128	0.1872	2.59583
72	-2103.901	-2254.455	150.5545	0.235868	0.0330254	0.0199359	0.031936	0.0727	0.0622743	0.105725	0.0032258	0.00891802	0.100741	0.0641158	0.0651022	0.042046	0.0592338	0.124218	0.10139	0.123362	0.0596433	0.0144235	0.0439469	0.109551	0.0256621	0.00201798	0.00896693	0.0260605	0.000465966	0.000326548	0.0104983	0.0167814	0.00214032	0.00515384	0.00109628	0.00576388	0.0243711	0.0143496	0.0236091	0.00910013	0.00104392	0.0218122	0.0126969	0.0560889	0.0241733	0.0281822	0.0400587	0.0474683	0.0146334	0.143238	0.0168228	0.00826702	0.021274	0.0329895	0.0132957	0.035924	0.0191212	0.0645628	0.00300203	0.0723959	0.146204	0.0209851	0.0031819	0.0132972	0.00183387	0.0705513	0.0317479	0.00520407	0.0390853	0.0378113	0.0151969	0.00756367	0.0281323	0.0493775	0.173362	0.027121	0.00595561	0.0034307	0.0269168	0.000529327	0.0544512	5.92639e-05	0.019362	0.0234156	0.162782	0.0874607	0.030105	0.0031085	0.0332831	0.0251297	0.00497423	0.0117351	0.00316587	0.00558848	0.762533	1.13611	0.3453936	1.654606	0.209007	0.466059	0.788061	1.26894	2.14565	4.78453	1.131883	4.790495	0.3847006	0.0672583	0.00941725	0.00568475	0.00910661	0.0207305	0.0177576	0.0301477	0.000919842	0.00254299	0.0287265	0.0182827	0.018564	0.0119895	0.0168906	0.0354209	0.0289116	0.0351769	0.0170074	0.00411289	0.0125315	0.0312385	0.0073176	0.00057543	0.00255694	0.00743119	0.000132871	9.31157e-05	0.0029936	0.00478524	0.000610316	0.00146962	0.000312606	0.00164358	0.00694946	0.00409182	0.00673216	0.00259492	0.000297675	0.00621978	0.00362054	0.0159938	0.00689305	0.0080362	0.0114228	0.0135357	0.00417273	0.0408444	0.00479705	0.00235735	0.00606631	0.009407	0.00379129	0.0102438	0.00545245	0.0184102	0.000856035	0.0206438	0.0416904	0.00598393	0.000907323	0.00379171	0.000522931	0.0201178	0.00905296	0.00148395	0.0111452	0.0107819	0.00433343	0.00215679	0.00802198	0.0140801	0.0494345	0.00773361	0.00169825	0.000978269	0.00767537	0.000150938	0.0155268	1.68992e-05	0.00552111	0.00667699	0.0464176	0.0249396	0.00858448	0.000886393	0.00949074	0.00716578	0.00141841	0.00334628	0.000902754	0.00159356	0.827303	0.172697	3.506906
108	-2112.053	-2263.104	151.0512	0.236066	0.0676284	0.0137425	0.00595292	0.0589361	0.0750098	0.0738346	0.00894217	0.0103208	0.0680959	0.0538242	0.0584999	0.0342267	0.03694	0.0637732	0.070228	0.118546	0.0393177	0.0199805	0.0245527	0.192205	0.0269036	0.0111277	0.0035125	0.026567	0.000841876	0.00134801	0.00872856	0.00782304	0.00034507	0.000623089	0.011854	0.00553887	0.0376258	0.0467669	0.0181827	0.0124685	0.00370337	0.0103949	0.0295423	0.0538993	0.0173711	0.0639268	0.0397351	0.0238218	0.0252991	0.0880923	0.0394486	0.0187369	0.0195867	0.0421863	0.02215	0.0429505	0.0190285	0.0635056	0.011451	0.0410227	0.12965	0.00481398	0.0003501	0.0116847	0.00614611	0.0718257	0.0282962	0.011251	0.0915731	0.0268677	0.0178739	0.00177658	0.0337683	0.045606	0.191051	0.124389	0.0181694	0.0019765	0.0607041	0.0178198	0.0157	0.000853707	0.018251	0.035193	0.0625374	0.0233457	0.0116037	0.0096279	0.039142	0.0241487	0.00373173	0.00402159	0.00809758	0.0226406	0.800128	1.11456	0.4493072	1.550693	0.188372	0.44302	0.775694	1.28917	2.25724	5.30866	1.207047	3.451298	0.4114711	0.0694063	0.0198836	0.00404047	0.00175023	0.0173279	0.0220538	0.0217083	0.00262911	0.00303444	0.020021	0.015825	0.0171997	0.0100631	0.0108608	0.0187501	0.0206479	0.034854	0.0115599	0.0058745	0.00721879	0.0565106	0.00790997	0.00327167	0.00103272	0.00781101	0.000247522	0.000396332	0.0025663	0.00230007	0.000101455	0.000183196	0.00348522	0.00162849	0.0110624	0.01375	0.00534593	0.00366588	0.00108884	0.00305622	0.00868578	0.015847	0.00510732	0.0187953	0.0116826	0.00700391	0.00743824	0.0259002	0.0115984	0.00550888	0.00575872	0.0124033	0.00651237	0.012628	0.0055946	0.0186714	0.00336674	0.0120612	0.0381187	0.00141537	0.000102934	0.00343544	0.00180703	0.0211176	0.00831944	0.00330792	0.0269236	0.00789942	0.00525515	0.000522337	0.00992828	0.0134087	0.0561712	0.0365718	0.00534201	0.000581115	0.0178477	0.00523923	0.004616	0.000251	0.00536602	0.0103472	0.0183867	0.00686391	0.00341163	0.00283072	0.0115082	0.00710001	0.00109717	0.0011824	0.00238079	0.00665662	0.775346	0.224654	3.40122
144	-2088.802	-2239.993	151.1918	0.337528	0.0395885	0.0183675	0.0332022	0.143481	0.114353	0.112592	0.00233423	0.0134345	0.0478534	0.0447687	0.0451861	0.0389617	0.107539	0.0567087	0.0751914	0.0676053	0.0219982	0.000598554	0.0193202	0.164082	0.0187246	0.00365591	0.00480081	0.00736889	0.00185029	0.00216216	0.00879906	0.0111562	0.0010448	0.00116402	0.000443341	0.00320496	0.0291846	0.0136432	0.0182761	0.0133123	0.0166425	0.00685438	0.0269162	0.0238227	0.0120631	0.0236571	0.0517234	0.0375797	0.0325384	0.102027	0.0274442	0.0125057	0.0110264	0.00824411	0.0100343	0.0193027	0.0130028	0.0361009	0.00640056	0.0446567	0.0659018	0.00839192	0.00155519	0.00222775	0.000645052	0.0308347	0.0196919	0.00679987	0.034639	0.0239196	0.00560935	0.00657547	0.0260831	0.00939773	0.14757	0.0267267	0.00573187	0.00373856	0.0370262	0.00735621	0.0257643	0.000455879	0.0079161	0.0310952	0.068668	0.0429384	0.0148514	0.00958084	0.0302338	0.0121688	0.00714396	0.0137175	0.0166072	0.0242969	0.835934	1.09404	0.3452409	1.654759	0.155123	0.402986	0.753109	1.32783	2.48147	6.44651	1.347467	4.793057	0.4379491	0.114732	0.0134568	0.00624343	0.011286	0.0487717	0.0388706	0.038272	0.000793448	0.00456663	0.0162662	0.0152177	0.0153596	0.0132438	0.0365544	0.0192763	0.0255589	0.0229803	0.00747759	0.000203459	0.00656729	0.0557743	0.00636484	0.00124271	0.00163188	0.00250482	0.000628948	0.000734958	0.00299096	0.0037922	0.000355146	0.000395672	0.0001507	0.00108942	0.00992037	0.00463758	0.00621236	0.00452509	0.00565709	0.00232993	0.00914929	0.00809776	0.00410047	0.00804148	0.0175817	0.012774	0.0110604	0.0346807	0.00932877	0.00425091	0.00374806	0.00280232	0.00341083	0.00656133	0.00441988	0.0122713	0.00217566	0.0151796	0.0224012	0.00285256	0.000528638	0.000757253	0.000219265	0.0104813	0.00669363	0.0023114	0.0117744	0.00813071	0.00190672	0.00223512	0.00886611	0.00319446	0.0501617	0.00908488	0.00194837	0.0012708	0.0125859	0.00250051	0.00875776	0.000154962	0.00269082	0.0105698	0.0233415	0.0145955	0.00504826	0.0032567	0.010277	0.0041364	0.00242836	0.00466283	0.00564507	0.00825896	0.82738	0.17262	2.941887
180	-2090.973	-2241.804	150.8312	0.318535	0.0460832	0.00923374	0.0110396	0.121936	0.132108	0.0679597	0.00187173	0.00406139	0.0785334	0.0425698	0.0533351	0.0397449	0.107061	0.0331388	0.0634476	0.0604224	0.0515759	0.00152808	0.0482323	0.156964	0.024967	0.0239346	0.00980525	0.00651132	0.00086778	0.00224226	0.00311487	0.0110882	0.000450023	0.00136728	0.00243481	0.00423376	0.0267652	0.0124646	0.00978526	0.028099	0.00748593	0.0137934	0.0246855	0.0634426	0.00330744	0.0252605	0.0222914	0.0357339	0.0234137	0.12995	0.04394	0.0170163	0.0166063	0.00259698	0.0114277	0.0251338	0.115932	0.0237786	0.00687939	0.0531492	0.165958	0.00341278	0.00539586	0.00117595	0.00253873	0.0317417	0.0307561	0.00812881	0.0205879	0.0297855	0.00637515	0.00864736	0.0250564	0.0307459	0.136566	0.0239973	0.00392268	0.0052658	0.0232693	0.00333006	0.00536601	0.00884571	0.00660969	0.0642797	0.0116756	0.0771548	0.00677652	0.012026	0.0339096	0.048904	0.00247482	0.00477093	0.00879184	0.0118361	0.860478	1.07997	0.3255474	1.674453	0.184486	0.438539	0.773238	1.29326	2.2803	5.42047	1.222118	5.143498	0.4566798	0.101013	0.0146138	0.00292817	0.00350084	0.0386679	0.0418937	0.0215511	0.000593556	0.00128793	0.0249042	0.0134996	0.0169134	0.0126038	0.0339509	0.0105089	0.0201203	0.019161	0.0163556	0.000484579	0.0152953	0.0497758	0.00791744	0.00759006	0.00310941	0.00206485	0.000275188	0.000711058	0.000987777	0.00351625	0.00014271	0.000433586	0.000772119	0.00134259	0.00848768	0.00395272	0.00310307	0.00891066	0.00237391	0.00437411	0.00782818	0.0201187	0.00104884	0.00801053	0.00706897	0.0113318	0.00742486	0.0412092	0.0139341	0.00539617	0.00526613	0.000823544	0.0036239	0.00797036	0.0367639	0.0075406	0.00218157	0.0168545	0.0526279	0.00108225	0.00171112	0.000372912	0.000805074	0.0100658	0.00975328	0.00257778	0.00652878	0.00944547	0.00202167	0.00274222	0.00794579	0.00975004	0.0433072	0.00760994	0.00124395	0.00166987	0.00737908	0.00105602	0.00170165	0.00280512	0.00209604	0.0203841	0.00370254	0.0244671	0.00214895	0.00381364	0.0107533	0.0155083	0.000784806	0.00151294	0.00278804	0.00375344	0.837226	0.162774	3.153415
216	-2101.217	-2253.381	152.1639	0.14172	0.0217348	0.00592722	0.0280842	0.0514675	0.0756782	0.052852	0.000438692	0.0102312	0.0340684	0.0429764	0.0987687	0.0107511	0.0775264	0.0676786	0.0271718	0.0883903	0.0238952	0.00291617	0.0362438	0.0736535	0.011893	0.0195615	3.33212e-05	0.00374182	0.00156529	0.00169709	0.00110489	0.0080293	0.000255061	0.000261676	0.00149314	0.00106543	0.0358862	0.0146613	0.012288	0.00352997	0.00507245	0.00995043	0.0228959	0.0389255	0.00118993	0.0287935	0.0144196	0.0162324	0.00620057	0.0941005	0.0219554	0.00746328	0.00140911	0.00791041	0.00431722	0.0381057	0.0343887	0.0687215	0.00866692	0.0671121	0.1157	0.00351454	0.00127459	0.000333135	0.0104287	0.0265561	0.0180312	0.00207921	0.0562487	0.0192455	0.00405792	0.0147718	0.0103066	0.0165168	0.0596347	0.0118919	0.00354654	0.00381313	0.0156506	0.00157035	0.0149755	0.00278395	0.00827557	0.0338885	0.0592221	0.0316839	0.0235763	0.00837797	0.03135	0.0267906	0.00208089	0.000854522	0.0418523	0.019593	0.957438	1.0244	0.3880939	1.611906	0.131978	0.372448	0.734819	1.36088	2.68494	7.57704	1.464303	4.153391	0.5357064	0.0619526	0.00950136	0.00259108	0.012277	0.022499	0.0330826	0.0231042	0.000191774	0.00447258	0.014893	0.0187871	0.0431767	0.00469984	0.0338906	0.0295856	0.0118781	0.0386397	0.0104458	0.0012748	0.0158439	0.0321975	0.00519901	0.00855127	1.45663e-05	0.00163573	0.000684266	0.00074188	0.000483	0.00351	0.0001115	0.000114391	0.000652726	0.000465753	0.0156876	0.00640918	0.00537167	0.00154312	0.00221742	0.00434982	0.0100089	0.0170162	0.000520178	0.012587	0.00630351	0.00709598	0.00271057	0.0411359	0.00959778	0.00326256	0.000615992	0.00345803	0.00188727	0.0166579	0.015033	0.0300416	0.00378873	0.029338	0.0505782	0.00153638	0.000557186	0.00014563	0.00455889	0.011609	0.00788233	0.000908927	0.0245891	0.00841317	0.00177391	0.00645748	0.0045055	0.00722029	0.0260693	0.00519853	0.00155037	0.00166691	0.00684164	0.000686479	0.00654655	0.001217	0.00361766	0.0148143	0.0258889	0.0138506	0.0103064	0.00366242	0.0137046	0.0117115	0.000909659	0.000373554	0.0182957	0.00856507	0.805953	0.194047	2.287549
252	-2101.517	-2252.567	151.0502	0.224589	0.031007	0.0248641	0.0228954	0.0867786	0.0714005	0.0194381	0.000525048	0.0163719	0.0571248	0.00384824	0.0930686	0.0536864	0.0886272	0.0985044	0.0710839	0.0881983	0.0317513	0.00474203	0.0378743	0.0935656	0.0364419	0.00494705	0.000182426	0.00355801	0.00366147	0.00220915	0.00437136	0.0106691	0.000217671	0.00334514	0.00223858	0.0016253	0.0246923	0.0104236	0.0119058	0.00817281	0.0151098	0.00477506	0.0144001	0.0258956	0.00249453	0.0119152	0.0333051	0.0352631	0.0353818	0.087001	0.0273467	0.00633969	4.88119e-05	0.0230765	0.0119291	0.0587996	0.0319869	0.0717972	0.010085	0.0322291	0.11629	0.00207491	0.00331718	0.000447265	0.0128379	0.00262007	0.0283587	0.00178468	0.0252876	0.0285358	0.00539204	0.00169675	0.0169571	0.0177224	0.0548882	0.0187797	0.000576232	0.00581317	0.039374	0.00166281	0.0105371	0.0070444	0.00301013	0.0915671	0.0562936	0.0533119	0.00267993	0.00792803	0.0786565	0.0570012	0.000658157	0.0011029	0.0165922	0.0191751	1.14901	0.91459	0.3548247	1.645175	0.118248	0.353019	0.722639	1.38382	2.83271	8.45684	1.543734	4.636587	0.7200821	0.0838719	0.0115794	0.00928542	0.00855022	0.0324072	0.0266643	0.00725909	0.000196077	0.00611404	0.0213331	0.00143711	0.0347561	0.020049	0.0330975	0.0367861	0.026546	0.0329373	0.0118574	0.00177089	0.014144	0.0349417	0.0136091	0.00184746	6.81262e-05	0.00132872	0.00136736	0.000824998	0.00163247	0.00398434	8.12883e-05	0.00124923	0.000835991	0.000606963	0.00922125	0.00389265	0.00444618	0.00305211	0.00564269	0.00178323	0.00537768	0.00967062	0.000931573	0.00444969	0.0124377	0.0131689	0.0132132	0.0324902	0.0102125	0.00236753	1.82286e-05	0.00861783	0.00445489	0.0219585	0.0119454	0.0268124	0.00376619	0.0120358	0.043428	0.000774867	0.00123879	0.000167029	0.00479426	0.000978456	0.0105905	0.000666483	0.00944355	0.0106566	0.00201364	0.000633644	0.00633259	0.00661838	0.0204978	0.00701322	0.000215192	0.00217091	0.0147041	0.000620969	0.00393505	0.00263071	0.00112412	0.0341954	0.0210226	0.0199092	0.00100081	0.00296069	0.029374	0.0212869	0.000245786	0.000411872	0.00619629	0.00716087	0.822588	0.177412	2.67776
288	-2115.687	-2268.398	152.7107	0.307631	0.0117746	0.0221133	0.0547503	0.0351859	0.0436319	0.0415127	0.00297096	0.0106004	0.0297816	0.00820266	0.0590362	0.0339352	0.0582722	0.00884819	0.0407845	0.0620046	0.014814	0.00325554	0.0454963	0.0755528	0.011459	0.00320309	9.99829e-05	0.000915419	0.00280753	0.00181659	0.00308417	0.00267739	5.07707e-05	0.0021659	0.00116569	0.00271096	0.0126969	0.00210929	0.0038487	0.00275629	0.00353379	0.0130653	0.00836923	0.0211403	0.00135586	0.0095299	0.00939069	0.0268588	0.0240023	0.0190009	0.0129618	0.00860532	9.12577e-05	0.00335867	0.00995669	0.0435577	0.0275448	0.00857763	0.00255957	0.0354629	0.0752948	0.00320228	0.0115838	0.00288399	0.012835	0.00241334	0.0206218	0.00448917	0.0423448	0.0455724	0.00180955	0.0178023	0.00718389	0.00153532	0.0359973	0.0295752	0.00579506	0.00284084	0.0471455	0.00264375	0.00936163	0.00637966	0.00107771	0.00448372	0.037298	0.00319996	0.0202525	0.00763689	0.0339701	0.0178623	0.000620841	0.000711585	0.00413282	0.0133191	0.896572	1.05928	0.3938501	1.60615	0.0962538	0.319308	0.700362	1.42783	3.13177	10.3892	1.692536	4.078074	0.4851294	0.1666	0.00637662	0.0119757	0.0296505	0.0190552	0.0236292	0.0224816	0.00160895	0.00574075	0.0161285	0.00444222	0.0319715	0.0183779	0.0315578	0.00479181	0.0220872	0.0335791	0.00802262	0.00176306	0.0246389	0.0409162	0.00620573	0.00173466	5.41466e-05	0.000495753	0.00152044	0.000983787	0.00167026	0.00144996	2.74953e-05	0.00117296	0.000631287	0.00146814	0.00687613	0.0011423	0.0020843	0.00149269	0.00191376	0.00707561	0.00453243	0.0114487	0.000734278	0.00516099	0.00508561	0.0145456	0.0129987	0.0102901	0.00701958	0.00466028	4.94214e-05	0.00181891	0.00539213	0.023589	0.0149171	0.00464528	0.00138616	0.0192052	0.0407765	0.00173422	0.0062733	0.00156185	0.00695091	0.00130697	0.0111679	0.00243114	0.0229322	0.0246801	0.000979978	0.009641	0.00389049	0.000831465	0.0194946	0.0160167	0.00313836	0.00153848	0.0255321	0.00143175	0.00506987	0.00345496	0.000583643	0.0024282	0.0201991	0.00173297	0.0109679	0.00413582	0.0183968	0.00967347	0.000336222	0.000385365	0.00223816	0.00721307	0.803075	0.196925	1.846523
324	-2124.928	-2277.678	152.7502	0.118381	0.0318771	0.0142219	0.0435033	0.0686905	0.03574	0.0234199	0.00605217	0.00998807	0.018666	0.0157322	0.0529628	0.0254593	0.0488931	0.0262247	0.04951	0.0535037	0.0229473	0.00108777	0.00781033	0.0728637	0.00798938	0.00281801	0.00138955	0.00373755	0.00189175	0.00145393	0.00811913	0.00333545	0.00144067	0.00424099	0.00188974	0.00299441	0.0151471	0.00845386	0.0165731	0.011745	0.00569945	0.00563761	0.00975192	0.0219565	0.00198778	0.00465407	0.00731291	0.0151551	0.0121032	0.0612	0.00274543	0.0107586	0.0288421	0.00947021	0.000365993	0.0423909	0.00242965	0.00287921	0.0100371	0.000443381	0.00318978	0.0190738	0.0202424	0.013016	0.0900245	0.0533544	0.00759542	0.0138381	0.000385236	0.0775336	0.0283109	0.00226033	0.0184004	0.000590432	0.00412609	0.0369286	0.0260637	0.00503804	0.00398821	0.00268577	0.0289386	0.0118871	0.00217006	0.0660468	0.00581858	0.000908201	0.00121499	0.0158578	0.00971536	0.0199796	0.0317364	0.0140794	0.0164123	0.00142041	0.432484	1.32528	0.2627447	1.737255	0.0854978	0.301378	0.687848	1.45381	3.31809	11.6962	1.778218	6.611951	0.1870444	0.0676692	0.0182217	0.00812958	0.0248674	0.039265	0.0204298	0.0133873	0.00345955	0.0057094	0.0106699	0.00899288	0.0302747	0.0145531	0.0279484	0.0149906	0.028301	0.0305839	0.0131172	0.000621796	0.00446456	0.0416505	0.00456691	0.00161084	0.000794299	0.00213647	0.00108137	0.000831098	0.00464107	0.00190662	0.000823516	0.00242424	0.00108022	0.00171167	0.00865844	0.00483242	0.00947354	0.00671369	0.00325793	0.00322259	0.00557441	0.0125508	0.00113626	0.00266037	0.00418022	0.00866299	0.00691844	0.0349833	0.00156935	0.00614983	0.0164868	0.00541338	0.000209209	0.0242316	0.00138884	0.00164582	0.00573741	0.000253447	0.00182335	0.010903	0.011571	0.00744025	0.05146	0.0304986	0.00434171	0.00791017	0.000220209	0.04432	0.0161832	0.00129205	0.0105181	0.000337504	0.00235856	0.0211092	0.0148986	0.00287986	0.00227975	0.00153525	0.016542	0.00679491	0.00124046	0.0377538	0.00332603	0.000519148	0.000694517	0.00906466	0.00555351	0.0114208	0.0181413	0.0080481	0.00938164	0.00081194	0.868628	0.131372	1.749407
